"Y";"Y_L1";"Y_L2";"Y_L3";"Y_L4";"Y_L5";"Y_L6";"Y_L7";"Y_L8";"Y_L9";"Y_L10";"Y_L11"
9,829;10,277;9,933;9,788;10,436;10,709;11,039;10,83;10,513;10,591;10,545;10,433
8,96;9,829;10,277;9,933;9,788;10,436;10,709;11,039;10,83;10,513;10,591;10,545
8,435;8,96;9,829;10,277;9,933;9,788;10,436;10,709;11,039;10,83;10,513;10,591
7,602;8,435;8,96;9,829;10,277;9,933;9,788;10,436;10,709;11,039;10,83;10,513
6,448;7,602;8,435;8,96;9,829;10,277;9,933;9,788;10,436;10,709;11,039;10,83
5,12;6,448;7,602;8,435;8,96;9,829;10,277;9,933;9,788;10,436;10,709;11,039
3,579;5,12;6,448;7,602;8,435;8,96;9,829;10,277;9,933;9,788;10,436;10,709
2,491;3,579;5,12;6,448;7,602;8,435;8,96;9,829;10,277;9,933;9,788;10,436
1,427;2,491;3,579;5,12;6,448;7,602;8,435;8,96;9,829;10,277;9,933;9,788
1,583;1,427;2,491;3,579;5,12;6,448;7,602;8,435;8,96;9,829;10,277;9,933
1,261;1,583;1,427;2,491;3,579;5,12;6,448;7,602;8,435;8,96;9,829;10,277
0,274;1,261;1,583;1,427;2,491;3,579;5,12;6,448;7,602;8,435;8,96;9,829
-0,541;0,274;1,261;1,583;1,427;2,491;3,579;5,12;6,448;7,602;8,435;8,96
-1,07;-0,541;0,274;1,261;1,583;1,427;2,491;3,579;5,12;6,448;7,602;8,435
-1,827;-1,07;-0,541;0,274;1,261;1,583;1,427;2,491;3,579;5,12;6,448;7,602
-2,839;-1,827;-1,07;-0,541;0,274;1,261;1,583;1,427;2,491;3,579;5,12;6,448
-3,135;-2,839;-1,827;-1,07;-0,541;0,274;1,261;1,583;1,427;2,491;3,579;5,12
-3,689;-3,135;-2,839;-1,827;-1,07;-0,541;0,274;1,261;1,583;1,427;2,491;3,579
-3,933;-3,689;-3,135;-2,839;-1,827;-1,07;-0,541;0,274;1,261;1,583;1,427;2,491
-4,079;-3,933;-3,689;-3,135;-2,839;-1,827;-1,07;-0,541;0,274;1,261;1,583;1,427
-4,142;-4,079;-3,933;-3,689;-3,135;-2,839;-1,827;-1,07;-0,541;0,274;1,261;1,583
-5,297;-4,142;-4,079;-3,933;-3,689;-3,135;-2,839;-1,827;-1,07;-0,541;0,274;1,261
-6,653;-5,297;-4,142;-4,079;-3,933;-3,689;-3,135;-2,839;-1,827;-1,07;-0,541;0,274
-8,26;-6,653;-5,297;-4,142;-4,079;-3,933;-3,689;-3,135;-2,839;-1,827;-1,07;-0,541
-8,965;-8,26;-6,653;-5,297;-4,142;-4,079;-3,933;-3,689;-3,135;-2,839;-1,827;-1,07
-9,917;-8,965;-8,26;-6,653;-5,297;-4,142;-4,079;-3,933;-3,689;-3,135;-2,839;-1,827
-10,778;-9,917;-8,965;-8,26;-6,653;-5,297;-4,142;-4,079;-3,933;-3,689;-3,135;-2,839
-11,309;-10,778;-9,917;-8,965;-8,26;-6,653;-5,297;-4,142;-4,079;-3,933;-3,689;-3,135
-11,574;-11,309;-10,778;-9,917;-8,965;-8,26;-6,653;-5,297;-4,142;-4,079;-3,933;-3,689
-11,757;-11,574;-11,309;-10,778;-9,917;-8,965;-8,26;-6,653;-5,297;-4,142;-4,079;-3,933
-12,369;-11,757;-11,574;-11,309;-10,778;-9,917;-8,965;-8,26;-6,653;-5,297;-4,142;-4,079
-12,873;-12,369;-11,757;-11,574;-11,309;-10,778;-9,917;-8,965;-8,26;-6,653;-5,297;-4,142
-13,176;-12,873;-12,369;-11,757;-11,574;-11,309;-10,778;-9,917;-8,965;-8,26;-6,653;-5,297
-13,704;-13,176;-12,873;-12,369;-11,757;-11,574;-11,309;-10,778;-9,917;-8,965;-8,26;-6,653
-13,559;-13,704;-13,176;-12,873;-12,369;-11,757;-11,574;-11,309;-10,778;-9,917;-8,965;-8,26
-12,463;-13,559;-13,704;-13,176;-12,873;-12,369;-11,757;-11,574;-11,309;-10,778;-9,917;-8,965
-12,91;-12,463;-13,559;-13,704;-13,176;-12,873;-12,369;-11,757;-11,574;-11,309;-10,778;-9,917
-13,465;-12,91;-12,463;-13,559;-13,704;-13,176;-12,873;-12,369;-11,757;-11,574;-11,309;-10,778
-13,511;-13,465;-12,91;-12,463;-13,559;-13,704;-13,176;-12,873;-12,369;-11,757;-11,574;-11,309
-13,102;-13,511;-13,465;-12,91;-12,463;-13,559;-13,704;-13,176;-12,873;-12,369;-11,757;-11,574
-12,42;-13,102;-13,511;-13,465;-12,91;-12,463;-13,559;-13,704;-13,176;-12,873;-12,369;-11,757
-11,083;-12,42;-13,102;-13,511;-13,465;-12,91;-12,463;-13,559;-13,704;-13,176;-12,873;-12,369
-9,571;-11,083;-12,42;-13,102;-13,511;-13,465;-12,91;-12,463;-13,559;-13,704;-13,176;-12,873
-7,99;-9,571;-11,083;-12,42;-13,102;-13,511;-13,465;-12,91;-12,463;-13,559;-13,704;-13,176
-7,544;-7,99;-9,571;-11,083;-12,42;-13,102;-13,511;-13,465;-12,91;-12,463;-13,559;-13,704
-6,866;-7,544;-7,99;-9,571;-11,083;-12,42;-13,102;-13,511;-13,465;-12,91;-12,463;-13,559
-6,892;-6,866;-7,544;-7,99;-9,571;-11,083;-12,42;-13,102;-13,511;-13,465;-12,91;-12,463
-6,802;-6,892;-6,866;-7,544;-7,99;-9,571;-11,083;-12,42;-13,102;-13,511;-13,465;-12,91
-5,999;-6,802;-6,892;-6,866;-7,544;-7,99;-9,571;-11,083;-12,42;-13,102;-13,511;-13,465
-5,237;-5,999;-6,802;-6,892;-6,866;-7,544;-7,99;-9,571;-11,083;-12,42;-13,102;-13,511
-5,233;-5,237;-5,999;-6,802;-6,892;-6,866;-7,544;-7,99;-9,571;-11,083;-12,42;-13,102
-4,356;-5,233;-5,237;-5,999;-6,802;-6,892;-6,866;-7,544;-7,99;-9,571;-11,083;-12,42
-3,31;-4,356;-5,233;-5,237;-5,999;-6,802;-6,892;-6,866;-7,544;-7,99;-9,571;-11,083
-2,951;-3,31;-4,356;-5,233;-5,237;-5,999;-6,802;-6,892;-6,866;-7,544;-7,99;-9,571
-2,958;-2,951;-3,31;-4,356;-5,233;-5,237;-5,999;-6,802;-6,892;-6,866;-7,544;-7,99
-3,76;-2,958;-2,951;-3,31;-4,356;-5,233;-5,237;-5,999;-6,802;-6,892;-6,866;-7,544
-4,326;-3,76;-2,958;-2,951;-3,31;-4,356;-5,233;-5,237;-5,999;-6,802;-6,892;-6,866
-4,82;-4,326;-3,76;-2,958;-2,951;-3,31;-4,356;-5,233;-5,237;-5,999;-6,802;-6,892
-5,088;-4,82;-4,326;-3,76;-2,958;-2,951;-3,31;-4,356;-5,233;-5,237;-5,999;-6,802
-5,521;-5,088;-4,82;-4,326;-3,76;-2,958;-2,951;-3,31;-4,356;-5,233;-5,237;-5,999
-5,664;-5,521;-5,088;-4,82;-4,326;-3,76;-2,958;-2,951;-3,31;-4,356;-5,233;-5,237
-5,742;-5,664;-5,521;-5,088;-4,82;-4,326;-3,76;-2,958;-2,951;-3,31;-4,356;-5,233
-5,613;-5,742;-5,664;-5,521;-5,088;-4,82;-4,326;-3,76;-2,958;-2,951;-3,31;-4,356
-6,214;-5,613;-5,742;-5,664;-5,521;-5,088;-4,82;-4,326;-3,76;-2,958;-2,951;-3,31
-6,843;-6,214;-5,613;-5,742;-5,664;-5,521;-5,088;-4,82;-4,326;-3,76;-2,958;-2,951
-7,139;-6,843;-6,214;-5,613;-5,742;-5,664;-5,521;-5,088;-4,82;-4,326;-3,76;-2,958
-6,726;-7,139;-6,843;-6,214;-5,613;-5,742;-5,664;-5,521;-5,088;-4,82;-4,326;-3,76
-6,437;-6,726;-7,139;-6,843;-6,214;-5,613;-5,742;-5,664;-5,521;-5,088;-4,82;-4,326
-6,154;-6,437;-6,726;-7,139;-6,843;-6,214;-5,613;-5,742;-5,664;-5,521;-5,088;-4,82
-6,094;-6,154;-6,437;-6,726;-7,139;-6,843;-6,214;-5,613;-5,742;-5,664;-5,521;-5,088
-6,014;-6,094;-6,154;-6,437;-6,726;-7,139;-6,843;-6,214;-5,613;-5,742;-5,664;-5,521
-6,37;-6,014;-6,094;-6,154;-6,437;-6,726;-7,139;-6,843;-6,214;-5,613;-5,742;-5,664
-6,463;-6,37;-6,014;-6,094;-6,154;-6,437;-6,726;-7,139;-6,843;-6,214;-5,613;-5,742
-6,11;-6,463;-6,37;-6,014;-6,094;-6,154;-6,437;-6,726;-7,139;-6,843;-6,214;-5,613
-5,239;-6,11;-6,463;-6,37;-6,014;-6,094;-6,154;-6,437;-6,726;-7,139;-6,843;-6,214
-3,678;-5,239;-6,11;-6,463;-6,37;-6,014;-6,094;-6,154;-6,437;-6,726;-7,139;-6,843
-2,474;-3,678;-5,239;-6,11;-6,463;-6,37;-6,014;-6,094;-6,154;-6,437;-6,726;-7,139
-1,31;-2,474;-3,678;-5,239;-6,11;-6,463;-6,37;-6,014;-6,094;-6,154;-6,437;-6,726
-0,675;-1,31;-2,474;-3,678;-5,239;-6,11;-6,463;-6,37;-6,014;-6,094;-6,154;-6,437
-0,0479999999999998;-0,675;-1,31;-2,474;-3,678;-5,239;-6,11;-6,463;-6,37;-6,014;-6,094;-6,154
0,536;-0,0479999999999998;-0,675;-1,31;-2,474;-3,678;-5,239;-6,11;-6,463;-6,37;-6,014;-6,094
1,282;0,536;-0,0479999999999998;-0,675;-1,31;-2,474;-3,678;-5,239;-6,11;-6,463;-6,37;-6,014
1,981;1,282;0,536;-0,0479999999999998;-0,675;-1,31;-2,474;-3,678;-5,239;-6,11;-6,463;-6,37
3,518;1,981;1,282;0,536;-0,0479999999999998;-0,675;-1,31;-2,474;-3,678;-5,239;-6,11;-6,463
4,629;3,518;1,981;1,282;0,536;-0,0479999999999998;-0,675;-1,31;-2,474;-3,678;-5,239;-6,11
5,827;4,629;3,518;1,981;1,282;0,536;-0,0479999999999998;-0,675;-1,31;-2,474;-3,678;-5,239
6,397;5,827;4,629;3,518;1,981;1,282;0,536;-0,0479999999999998;-0,675;-1,31;-2,474;-3,678
7,243;6,397;5,827;4,629;3,518;1,981;1,282;0,536;-0,0479999999999998;-0,675;-1,31;-2,474
7,565;7,243;6,397;5,827;4,629;3,518;1,981;1,282;0,536;-0,0479999999999998;-0,675;-1,31
7,443;7,565;7,243;6,397;5,827;4,629;3,518;1,981;1,282;0,536;-0,0479999999999998;-0,675
7,342;7,443;7,565;7,243;6,397;5,827;4,629;3,518;1,981;1,282;0,536;-0,0479999999999998
7,664;7,342;7,443;7,565;7,243;6,397;5,827;4,629;3,518;1,981;1,282;0,536
8,251;7,664;7,342;7,443;7,565;7,243;6,397;5,827;4,629;3,518;1,981;1,282
8,928;8,251;7,664;7,342;7,443;7,565;7,243;6,397;5,827;4,629;3,518;1,981
9,25;8,928;8,251;7,664;7,342;7,443;7,565;7,243;6,397;5,827;4,629;3,518
8,909;9,25;8,928;8,251;7,664;7,342;7,443;7,565;7,243;6,397;5,827;4,629
8,706;8,909;9,25;8,928;8,251;7,664;7,342;7,443;7,565;7,243;6,397;5,827
8,459;8,706;8,909;9,25;8,928;8,251;7,664;7,342;7,443;7,565;7,243;6,397
8,496;8,459;8,706;8,909;9,25;8,928;8,251;7,664;7,342;7,443;7,565;7,243
7,074;8,496;8,459;8,706;8,909;9,25;8,928;8,251;7,664;7,342;7,443;7,565
5,886;7,074;8,496;8,459;8,706;8,909;9,25;8,928;8,251;7,664;7,342;7,443
4,926;5,886;7,074;8,496;8,459;8,706;8,909;9,25;8,928;8,251;7,664;7,342
4,296;4,926;5,886;7,074;8,496;8,459;8,706;8,909;9,25;8,928;8,251;7,664
3,641;4,296;4,926;5,886;7,074;8,496;8,459;8,706;8,909;9,25;8,928;8,251
3,297;3,641;4,296;4,926;5,886;7,074;8,496;8,459;8,706;8,909;9,25;8,928
3,014;3,297;3,641;4,296;4,926;5,886;7,074;8,496;8,459;8,706;8,909;9,25
3,085;3,014;3,297;3,641;4,296;4,926;5,886;7,074;8,496;8,459;8,706;8,909
3,289;3,085;3,014;3,297;3,641;4,296;4,926;5,886;7,074;8,496;8,459;8,706
3,577;3,289;3,085;3,014;3,297;3,641;4,296;4,926;5,886;7,074;8,496;8,459
4,049;3,577;3,289;3,085;3,014;3,297;3,641;4,296;4,926;5,886;7,074;8,496
3,859;4,049;3,577;3,289;3,085;3,014;3,297;3,641;4,296;4,926;5,886;7,074
3,917;3,859;4,049;3,577;3,289;3,085;3,014;3,297;3,641;4,296;4,926;5,886
4,045;3,917;3,859;4,049;3,577;3,289;3,085;3,014;3,297;3,641;4,296;4,926
4,031;4,045;3,917;3,859;4,049;3,577;3,289;3,085;3,014;3,297;3,641;4,296
3,953;4,031;4,045;3,917;3,859;4,049;3,577;3,289;3,085;3,014;3,297;3,641
4,068;3,953;4,031;4,045;3,917;3,859;4,049;3,577;3,289;3,085;3,014;3,297
4,121;4,068;3,953;4,031;4,045;3,917;3,859;4,049;3,577;3,289;3,085;3,014
4,481;4,121;4,068;3,953;4,031;4,045;3,917;3,859;4,049;3,577;3,289;3,085
4,674;4,481;4,121;4,068;3,953;4,031;4,045;3,917;3,859;4,049;3,577;3,289
4,742;4,674;4,481;4,121;4,068;3,953;4,031;4,045;3,917;3,859;4,049;3,577
4,773;4,742;4,674;4,481;4,121;4,068;3,953;4,031;4,045;3,917;3,859;4,049
4,336;4,773;4,742;4,674;4,481;4,121;4,068;3,953;4,031;4,045;3,917;3,859
4,469;4,336;4,773;4,742;4,674;4,481;4,121;4,068;3,953;4,031;4,045;3,917
4,31;4,469;4,336;4,773;4,742;4,674;4,481;4,121;4,068;3,953;4,031;4,045
4,014;4,31;4,469;4,336;4,773;4,742;4,674;4,481;4,121;4,068;3,953;4,031
4,036;4,014;4,31;4,469;4,336;4,773;4,742;4,674;4,481;4,121;4,068;3,953
3,982;4,036;4,014;4,31;4,469;4,336;4,773;4,742;4,674;4,481;4,121;4,068
4,027;3,982;4,036;4,014;4,31;4,469;4,336;4,773;4,742;4,674;4,481;4,121
3,972;4,027;3,982;4,036;4,014;4,31;4,469;4,336;4,773;4,742;4,674;4,481
3,747;3,972;4,027;3,982;4,036;4,014;4,31;4,469;4,336;4,773;4,742;4,674
3,549;3,747;3,972;4,027;3,982;4,036;4,014;4,31;4,469;4,336;4,773;4,742
3,634;3,549;3,747;3,972;4,027;3,982;4,036;4,014;4,31;4,469;4,336;4,773
3,478;3,634;3,549;3,747;3,972;4,027;3,982;4,036;4,014;4,31;4,469;4,336
3,34;3,478;3,634;3,549;3,747;3,972;4,027;3,982;4,036;4,014;4,31;4,469
3,252;3,34;3,478;3,634;3,549;3,747;3,972;4,027;3,982;4,036;4,014;4,31
3,592;3,252;3,34;3,478;3,634;3,549;3,747;3,972;4,027;3,982;4,036;4,014
3,654;3,592;3,252;3,34;3,478;3,634;3,549;3,747;3,972;4,027;3,982;4,036
3,853;3,654;3,592;3,252;3,34;3,478;3,634;3,549;3,747;3,972;4,027;3,982
3,974;3,853;3,654;3,592;3,252;3,34;3,478;3,634;3,549;3,747;3,972;4,027
4,036;3,974;3,853;3,654;3,592;3,252;3,34;3,478;3,634;3,549;3,747;3,972
4,054;4,036;3,974;3,853;3,654;3,592;3,252;3,34;3,478;3,634;3,549;3,747
3,892;4,054;4,036;3,974;3,853;3,654;3,592;3,252;3,34;3,478;3,634;3,549
4,046;3,892;4,054;4,036;3,974;3,853;3,654;3,592;3,252;3,34;3,478;3,634
3,979;4,046;3,892;4,054;4,036;3,974;3,853;3,654;3,592;3,252;3,34;3,478
4,162;3,979;4,046;3,892;4,054;4,036;3,974;3,853;3,654;3,592;3,252;3,34
4,197;4,162;3,979;4,046;3,892;4,054;4,036;3,974;3,853;3,654;3,592;3,252
4,279;4,197;4,162;3,979;4,046;3,892;4,054;4,036;3,974;3,853;3,654;3,592
4,104;4,279;4,197;4,162;3,979;4,046;3,892;4,054;4,036;3,974;3,853;3,654
4,083;4,104;4,279;4,197;4,162;3,979;4,046;3,892;4,054;4,036;3,974;3,853
3,734;4,083;4,104;4,279;4,197;4,162;3,979;4,046;3,892;4,054;4,036;3,974
3,59;3,734;4,083;4,104;4,279;4,197;4,162;3,979;4,046;3,892;4,054;4,036
3,329;3,59;3,734;4,083;4,104;4,279;4,197;4,162;3,979;4,046;3,892;4,054
3,238;3,329;3,59;3,734;4,083;4,104;4,279;4,197;4,162;3,979;4,046;3,892
3,227;3,238;3,329;3,59;3,734;4,083;4,104;4,279;4,197;4,162;3,979;4,046
3,042;3,227;3,238;3,329;3,59;3,734;4,083;4,104;4,279;4,197;4,162;3,979
2,834;3,042;3,227;3,238;3,329;3,59;3,734;4,083;4,104;4,279;4,197;4,162
2,573;2,834;3,042;3,227;3,238;3,329;3,59;3,734;4,083;4,104;4,279;4,197
2,591;2,573;2,834;3,042;3,227;3,238;3,329;3,59;3,734;4,083;4,104;4,279
2,415;2,591;2,573;2,834;3,042;3,227;3,238;3,329;3,59;3,734;4,083;4,104
2,113;2,415;2,591;2,573;2,834;3,042;3,227;3,238;3,329;3,59;3,734;4,083
1,866;2,113;2,415;2,591;2,573;2,834;3,042;3,227;3,238;3,329;3,59;3,734
1,869;1,866;2,113;2,415;2,591;2,573;2,834;3,042;3,227;3,238;3,329;3,59
1,722;1,869;1,866;2,113;2,415;2,591;2,573;2,834;3,042;3,227;3,238;3,329
1,578;1,722;1,869;1,866;2,113;2,415;2,591;2,573;2,834;3,042;3,227;3,238
1,572;1,578;1,722;1,869;1,866;2,113;2,415;2,591;2,573;2,834;3,042;3,227
1,77;1,572;1,578;1,722;1,869;1,866;2,113;2,415;2,591;2,573;2,834;3,042
1,785;1,77;1,572;1,578;1,722;1,869;1,866;2,113;2,415;2,591;2,573;2,834
1,967;1,785;1,77;1,572;1,578;1,722;1,869;1,866;2,113;2,415;2,591;2,573
1,995;1,967;1,785;1,77;1,572;1,578;1,722;1,869;1,866;2,113;2,415;2,591
2,054;1,995;1,967;1,785;1,77;1,572;1,578;1,722;1,869;1,866;2,113;2,415
2,356;2,054;1,995;1,967;1,785;1,77;1,572;1,578;1,722;1,869;1,866;2,113
3,141;2,356;2,054;1,995;1,967;1,785;1,77;1,572;1,578;1,722;1,869;1,866
4,097;3,141;2,356;2,054;1,995;1,967;1,785;1,77;1,572;1,578;1,722;1,869
3,785;4,097;3,141;2,356;2,054;1,995;1,967;1,785;1,77;1,572;1,578;1,722
3,4;3,785;4,097;3,141;2,356;2,054;1,995;1,967;1,785;1,77;1,572;1,578
3,704;3,4;3,785;4,097;3,141;2,356;2,054;1,995;1,967;1,785;1,77;1,572
4,39;3,704;3,4;3,785;4,097;3,141;2,356;2,054;1,995;1,967;1,785;1,77
5,445;4,39;3,704;3,4;3,785;4,097;3,141;2,356;2,054;1,995;1,967;1,785
6,923;5,445;4,39;3,704;3,4;3,785;4,097;3,141;2,356;2,054;1,995;1,967
8,006;6,923;5,445;4,39;3,704;3,4;3,785;4,097;3,141;2,356;2,054;1,995
8,642;8,006;6,923;5,445;4,39;3,704;3,4;3,785;4,097;3,141;2,356;2,054
9,294;8,642;8,006;6,923;5,445;4,39;3,704;3,4;3,785;4,097;3,141;2,356
9,86;9,294;8,642;8,006;6,923;5,445;4,39;3,704;3,4;3,785;4,097;3,141
10,191;9,86;9,294;8,642;8,006;6,923;5,445;4,39;3,704;3,4;3,785;4,097
10,433;10,191;9,86;9,294;8,642;8,006;6,923;5,445;4,39;3,704;3,4;3,785
11,722;10,433;10,191;9,86;9,294;8,642;8,006;6,923;5,445;4,39;3,704;3,4
13,22;11,722;10,433;10,191;9,86;9,294;8,642;8,006;6,923;5,445;4,39;3,704
